Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03,21.350282072356787,21.679984996779204,21.221617591304216,21.527196884155273,64731500,0.0,0
2012-01-04,21.567402474067205,22.090102084072715,21.53523712291993,22.033811569213867,80516100,0.0,0
2012-01-05,22.01773271141794,22.29918687811993,21.945360272816334,22.25897979736328,56081400,0.0,0
2012-01-06,22.138350168418903,22.669091445886437,22.138350168418903,22.604759216308594,99455500,0.0,0
2012-01-09,22.556511500377947,22.596720107136395,22.29114083097826,22.30722427368164,59706800,0.0,0
2012-01-10,22.46001204438738,22.636925298011054,22.31526413969465,22.387638092041016,60014400,0.0,0
2012-01-11,22.057935831518517,22.500219744879487,22.00968703986857,22.291139602661133,65582400,0.0,0
2012-01-12,22.411764708053983,22.532387458522862,22.234849909151567,22.51630401611328,49370800,0.0,0
2012-01-13,22.46001531987655,22.717344284057617,22.347434281497737,22.717344284057617,60196100,0.0,0
2012-01-17,22.83796861938551,23.03900707824243,22.65301360534956,22.725387573242188,72395300,0.0,0
2012-01-18,22.76559758886574,22.837971566096552,22.492185126838653,22.701265335083008,64860600,0.0,0
2012-01-19,22.644967855612883,22.870131441656714,22.540428550471983,22.612802505493164,74053500,0.0,0
2012-01-20,23.175706970725535,23.91552835889379,23.119416463006424,23.891403198242188,165902900,0.0,0
2012-01-23,23.762749444508028,24.084412262859654,23.601919569134203,23.90749740600586,76078100,0.0,0
2012-01-24,23.69841138702769,23.778827071932554,23.46520758798536,23.5938720703125,51703300,0.0,0
2012-01-25,23.376749225312174,23.843158338126532,23.376749225312174,23.770784378051758,59231700,0.0,0
2012-01-26,23.810995406536307,23.883369373969074,23.64212230459261,23.722537994384766,49102800,0.0,0
2012-01-27,23.682325935162964,23.746658166705014,23.457162357865098,23.50541114807129,44187700,0.0,0
2012-01-30,23.296330015756325,23.819031100206807,23.183748998823024,23.810989379882812,51114800,0.0,0
2012-01-31,23.85119762697334,23.883364509859746,23.50541130495145,23.746658325195312,50572400,0.0,0
2012-02-01,23.955745352639134,24.164824016329828,23.931620183535514,24.03615951538086,67409900,0.0,0
2012-02-02,24.044195386312868,24.261317253994775,23.89140575344766,24.08440399169922,52223300,0.0,0
2012-02-03,24.237192202297376,24.446272349864156,24.196985130527466,24.317607879638672,41838500,0.0,0
2012-02-06,24.15677788300553,24.301524260605,24.100485835615146,24.285442352294922,28039700,0.0,0
2012-02-07,24.24523363441708,24.518646013837625,24.16481795803431,24.406064987182617,39242400,0.0,0
2012-02-08,24.333688591967483,24.66339145165742,24.30152171111905,24.655349731445312,49659100,0.0,0
2012-02-09,24.67144049878253,24.76793810238304,24.510609114379335,24.74381446838379,50481600,0.0,0
2012-02-10,24.63926673210398,24.76793119019841,24.414104697339383,24.52668571472168,44605300,0.0,0
2012-02-13,24.6312295668697,24.74381213887353,24.47039973140961,24.591022491455078,33319800,0.0,0
2012-02-14,24.550545999862315,24.65577351006252,24.162011516801694,24.485790252685547,59644000,0.2,0
2012-02-15,24.550553811355137,24.59912025121588,24.30772006815213,24.32390785217285,43311300,0.0,0
