,Date,AMZ_Open,AMZ_High,AMZ_Low,AMZ_Close,AMZ_Volume,Dividends,Stock Splits,Apple_Open,Apple_High,Apple_Low,Apple_Close,Apple_Volume,GOOG_Open,GOOG_High,GOOG_Low,GOOG_Close,GOOG_Volume,MS_Open,MS_High,MS_Low,MS_Close,MS_Volume,ORC_Open,ORC_High,ORC_Low,ORC_Close,ORC_Volume,SP_Open,SP_High,SP_Low,SP_Close,SP_Volume,VIX_Open,VIX_High,VIX_Low,VIX_Close,polarity,yhat,yhat_upper,yhat_lower,log_diff
0,2012-01-03,8.794500350952148,8.973999977111816,8.77750015258789,8.951499938964844,102216000.0,0.0,0.0,12.540047645568848,12.578775504951484,12.47204650461506,12.540047645568848,302220800.0,16.262544631958008,16.641374588012695,16.24834632873535,16.573129653930664,147611217.0,21.350282072356787,21.679984996779204,21.221617591304216,21.52719688415528,64731500.0,22.5200476405875,22.802296559113305,22.09239766516324,22.11805725097656,37911800.0,1258.8599853515625,1284.6199951171875,1258.8599853515625,1277.06005859375,3943710000.0,22.950000762939453,23.100000381469727,22.540000915527344,22.96999931335449,0.0,6.808257234335432,19.486105242326207,-6.5535445114554784,0.0
1,2012-01-04,8.96049976348877,9.024999618530272,8.803500175476074,8.875499725341797,84104000.0,0.0,0.0,12.60743522644043,12.64524864102466,12.480580576557832,12.60743522644043,260022000.0,16.56366539001465,16.69367790222168,16.453826904296875,16.644611358642578,114989399.0,21.567402474067205,22.090102084072715,21.53523712291993,22.033811569213867,80516100.0,22.195035606300458,22.43451856173413,21.85291430192901,22.246353149414062,45418500.0,1277.030029296875,1278.72998046875,1268.0999755859375,1277.300048828125,3592580000.0,23.440000534057617,23.729999542236328,22.21999931335449,22.21999931335449,0.0,6.993756204785825,21.862894016563747,-7.391255131331731,-0.008526468333701409
2,2012-01-05,8.79699993133545,8.912500381469727,8.702500343322754,8.880499839782715,76182000.0,0.0,0.0,12.74740505218506,12.763261478834616,12.583956748969731,12.74740505218506,271269600.0,16.491436004638672,16.537263870239258,16.344486236572266,16.413726806640625,131808205.0,22.01773271141794,22.29918687811993,21.94536027281633,22.25897979736328,56081400.0,22.24635574175716,23.00757230684125,22.16082540569754,22.742429733276367,50873400.0,1277.300048828125,1283.050048828125,1265.260009765625,1281.06005859375,4315950000.0,22.75,23.09000015258789,21.34000015258789,21.479999542236328,0.0,7.1064782684658745,20.38989664405322,-6.713558462892768,0.0005632028267119615
3,2012-01-06,8.903499603271484,9.232500076293944,8.875,9.130499839782717,140168000.0,0.0,0.0,12.880661964416504,12.891334698510027,12.783691295481626,12.880661964416504,318292800.0,16.417213439941406,16.438385009765625,16.1840877532959,16.189817428588867,108119746.0,22.138350168418903,22.66909144588644,22.138350168418903,22.6047592163086,99455500.0,22.81085351557916,23.221397168154184,22.54571094387721,23.03323173522949,55685000.0,1280.9300537109375,1281.8399658203125,1273.3399658203125,1277.81005859375,3656830000.0,21.239999771118164,21.71999931335449,20.57999992370605,20.6299991607666,0.0,7.017323086612338,21.38599976963136,-6.638344752786145,0.027762596388696714
4,2012-01-09,9.137999534606934,9.218500137329102,8.850000381469727,8.928000450134277,101138000.0,0.0,0.0,12.860233306884766,13.043807298624325,12.848645322833534,12.860233306884766,394024400.0,16.102144241333008,16.114599227905273,15.472753524780272,15.503389358520508,233776981.0,22.556511500377947,22.596720107136395,22.29114083097826,22.30722427368164,59706800.0,23.05894715246708,23.247534386430345,22.85321696223296,23.170385360717773,38481100.0,1277.8299560546875,1281.989990234375,1274.550048828125,1280.699951171875,3371600000.0,21.670000076293945,21.780000686645508,21.0,21.06999969482422,0.0,7.464024864380208,22.19540956427109,-7.301671517602604,-0.022427984015250146
5,2012-01-10,9.05500030517578,9.119999885559082,8.854999542236328,8.967000007629395,79716000.0,0.0,0.0,12.90628147125244,12.990445216171196,12.853221506600775,12.90628147125244,258196400.0,15.684959411621094,15.785831451416016,15.365158081054688,15.520325660705566,176483032.0,22.46001204438738,22.63692529801105,22.31526413969465,22.387638092041016,60014400.0,23.29896289305345,23.658991078586205,23.016083721206133,23.11894798278809,48976300.0,1280.77001953125,1296.4599609375,1280.77001953125,1292.0799560546875,4221960000.0,20.13999938964844,20.690000534057617,20.049999237060547,20.690000534057617,0.0,7.774795170728683,21.012276330717885,-5.5247578087296185,0.004358716763520842
6,2012-01-11,8.982000350952148,9.03849983215332,8.909500122070312,8.944999694824219,62054000.0,0.0,0.0,12.885234832763672,12.894383238875356,12.786434489589563,12.885234832763672,215084800.0,15.529292106628418,15.675992965698242,15.470014572143556,15.59056282043457,96359832.0,22.05793583151852,22.500219744879487,22.00968703986857,22.291139602661133,65582400.0,23.136105878773048,23.23039953529048,22.930375602279568,23.05038452148437,30836000.0,1292.02001953125,1293.800048828125,1285.4100341796875,1292.47998046875,3968120000.0,21.18000030517578,21.21999931335449,20.979999542236328,21.049999237060547,0.0,7.936184374972457,22.17131614296752,-6.117871384281614,-0.0024564899769710102
7,2012-01-12,8.970999717712402,8.974499702453613,8.787500381469727,8.796500205993652,107716000.0,0.0,0.0,12.849865913391112,12.895911684107563,12.76936154245576,12.849865913391112,212587200.0,15.721571922302246,15.763166427612305,15.604011535644531,15.682218551635742,75289148.0,22.411764708053983,22.532387458522862,22.234849909151567,22.51630401611328,49370800.0,23.16181835748964,23.3675485947325,22.81893462875153,23.2903995513916,31775700.0,1292.47998046875,1296.8199462890625,1285.77001953125,1295.5,4019890000.0,21.01000022888184,22.030000686645508,20.459999084472656,20.46999931335449,0.0,8.01823452762245,21.399838641831582,-6.145946761290126,-0.01674074432912276
8,2012-01-13,8.790499687194824,8.9399995803833,8.675000190734863,8.920999526977539,95070000.0,0.0,0.0,12.80168628692627,12.821202894662584,12.76661860381662,12.80168628692627,226021600.0,15.598034858703612,15.615220069885254,15.468520164489746,15.56640338897705,92637933.0,22.46001531987655,22.717344284057617,22.347434281497737,22.717344284057617,60196100.0,23.178956760486063,23.46183596549948,23.01608641972133,23.436119079589844,31482600.0,1294.8199462890625,1294.8199462890625,1277.5799560546875,1289.0899658203125,3692370000.0,21.40999984741211,22.43000030517578,20.90999984741211,20.90999984741211,0.0,7.892945139808348,22.40663426400204,-6.452515289674047,0.014054056393518533
9,2012-01-17,9.00749969482422,9.164999961853027,8.92549991607666,9.083000183105469,112890000.0,0.0,0.0,12.950799942016602,12.990137689521958,12.897739989564853,12.950799942016602,242897200.0,15.740501403808594,15.740501403808594,15.583588600158691,15.655817985534668,76658261.0,22.83796861938551,23.03900707824243,22.65301360534956,22.725387573242188,72395300.0,23.727576647603005,23.89901769251429,23.55613396769315,23.710432052612305,35769400.0,1290.219970703125,1303.0,1290.219970703125,1293.6700439453125,4010490000.0,20.89999961853028,22.25,20.690000534057617,22.200000762939453,0.0,8.474025413865421,22.945226091302025,-5.26451105240344,0.01799655977105097
