Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03,22.5200476405875,22.802296559113305,22.092397665163237,22.118057250976562,37911800,0.0,0
2012-01-04,22.195035606300458,22.43451856173413,21.852914301929015,22.246353149414062,45418500,0.0,0
2012-01-05,22.24635574175716,23.00757230684125,22.16082540569754,22.742429733276367,50873400,0.0,0
2012-01-06,22.810853515579158,23.221397168154184,22.545710943877218,23.033231735229492,55685000,0.0,0
2012-01-09,23.058947152467073,23.247534386430342,22.853216962232956,23.170385360717773,38481100,0.06,0
2012-01-10,23.298962893053446,23.658991078586205,23.016083721206133,23.118947982788086,48976300,0.0,0
2012-01-11,23.136105878773048,23.23039953529048,22.930375602279568,23.050384521484375,30836000,0.0,0
2012-01-12,23.161818357489636,23.3675485947325,22.81893462875153,23.2903995513916,31775700,0.0,0
2012-01-13,23.178956760486066,23.461835965499482,23.01608641972133,23.436119079589844,31482600,0.0,0
2012-01-17,23.727576647603005,23.899017692514292,23.55613396769315,23.710432052612305,35769400,0.0,0
2012-01-18,23.75329166908613,24.38762859745091,23.667571964981455,24.2933349609375,35343800,0.0,0
2012-01-19,24.413345401031656,24.68765239553784,24.216187453105167,24.481922149658203,36353100,0.0,0
2012-01-20,24.336185830414998,24.816224498209646,24.233321569457537,24.610492706298828,37014000,0.0,0
2012-01-23,24.627648496353046,24.781946592967646,24.241904889815235,24.336196899414062,27438400,0.0,0
2012-01-24,24.284756445258648,24.636212374090636,24.21617971853529,24.439054489135742,23700900,0.0,0
2012-01-25,24.224752013750475,24.550491056936902,23.967588062289273,24.439054489135742,39274500,0.0,0
2012-01-26,24.48192234373337,24.72194178332831,24.130466299861396,24.250476837158203,34646400,0.0,0
2012-01-27,24.20760989932535,24.541921271921037,24.11331627731188,24.361907958984375,24561500,0.0,0
2012-01-30,24.164758286215267,24.59336342683988,24.019032473002948,24.51621437072754,23294900,0.0,0
2012-01-31,24.627649740485907,24.63622203906407,24.044746517161,24.181900024414062,32744000,0.0,0
2012-02-01,24.413347534880902,24.80766510019787,24.096180657885643,24.7562313079834,38240800,0.0,0
2012-02-02,24.74765226540099,25.073391330812314,24.61049716759816,24.696218490600586,27334400,0.0,0
2012-02-03,24.970525448689617,25.047674475992327,24.670503270288247,24.95338249206543,26277200,0.0,0
2012-02-06,24.88480578516414,24.919093333444643,24.696218547127497,24.859088897705078,16582600,0.0,0
2012-02-07,24.781943492983224,24.859092531639917,24.644790009815434,24.816232681274414,20291700,0.0,0
2012-02-08,24.790515867448352,24.850520312146774,24.32762163406311,24.62764549255371,29842600,0.0,0
2012-02-09,24.730515373861508,24.773375231208387,24.301910260397698,24.764802932739258,31795300,0.0,0
2012-02-10,24.473346528023527,24.550495564125747,24.24190105471529,24.43048667907715,30232000,0.0,0
2012-02-13,24.507634965520026,24.57621170273561,24.301904753873284,24.370481491088867,20015200,0.0,0
2012-02-14,24.276185908326,24.387624119196573,24.027595869073167,24.207609176635742,30267900,0.0,0
2012-02-15,24.087601408639507,24.30190390936584,23.933303346516816,23.9847354888916,34620600,0.0,0
2012-02-16,24.139035927509777,24.859092531639917,24.113319036291383,24.816232681274414,36380600,0.0,0
2012-02-17,24.884811202600112,24.884811202600112,24.550498132845146,24.679080963134766,34061000,0.0,0
2012-02-21,24.687643529513196,24.84194156725984,24.421908928392902,24.636211395263672,20612200,0.0,0
2012-02-22,24.619074405411236,24.92767057616802,24.430488764947967,24.47334861755371,25207600,0.0,0
2012-02-23,24.52477747959398,24.75622292620281,24.276185806386767,24.696218490600586,25319100,0.0,0
2012-02-24,24.91052629776972,25.321988409008476,24.721940654909293,25.073396682739258,24952400,0.0,0
2012-02-27,24.85909158969424,25.18483069112541,24.65336137273796,25.081966400146484,30419400,0.0,0
2012-02-28,25.064822061488382,25.19340324401856,24.85909184244041,25.193403244018555,29889400,0.0,0
2012-02-29,25.20197787718948,25.23626706770879,24.876238742249004,25.073396682739258,33160700,0.0,0
2012-03-01,25.201969491621956,25.69057884895473,25.056243750400075,25.57056999206543,32909600,0.0,0
2012-03-02,25.5877205633836,25.93060425965204,25.510571527348397,25.6820125579834,28177200,0.0,0
2012-03-05,25.922037124633786,26.076335227429027,25.64773011299725,25.92203712463379,33786600,0.0,0
2012-03-06,25.664863586425785,26.059179336001073,25.46770407664009,25.66486358642578,28971600,0.0,0
2012-03-07,25.75915858014025,25.95631811305013,25.57057297800715,25.904884338378906,23691100,0.0,0
2012-03-08,26.05918347747268,26.093472662014594,25.58771863500951,25.776304244995117,30927300,0.0,0
2012-03-09,25.75915916808361,25.96489100146778,25.63057799846721,25.827735900878906,30056300,0.0,0
2012-03-12,25.47628469991926,25.647727381432276,25.030536670982862,25.46771240234375,40933900,0.0,0
2012-03-13,25.707727027236704,25.913457225622597,25.639150294441407,25.827735900878906,32329200,0.0,0
2012-03-14,25.716298894824423,25.853452358130294,25.450564264044083,25.579145431518555,30994400,0.0,0
2012-03-15,25.682009390645835,25.827735147962507,25.493423789705883,25.767730712890625,35528500,0.0,0
2012-03-16,25.810597652877128,25.853457505569292,25.35627569334675,25.49342918395996,38651200,0.0,0
2012-03-19,25.36484286010037,25.622005194231864,25.227689397230474,25.510568618774414,32519400,0.0,0
2012-03-20,25.459135475601027,25.836306666129772,25.330552678604494,25.802019119262695,46126400,0.0,0
2012-03-21,26.462073969758727,26.702091728351704,25.15054205388203,25.210546493530273,94678000,0.0,0
2012-03-22,25.14197317842191,25.14197317842191,24.48192098248516,24.54192543029785,59763200,0.0,0
2012-03-23,24.59335914784722,24.764800193268766,24.447633359989695,24.47334861755371,36696300,0.0,0
2012-03-26,24.670505337413505,25.021961320130444,24.559067117528592,24.996244430541992,30044300,0.0,0
2012-03-27,25.004818665499645,25.304842527296568,24.859092883198198,25.159116744995117,31710000,0.0,0
2012-03-28,25.18483323733031,25.33055902678213,24.979102999574554,25.16769027709961,29405300,0.0,0
2012-03-29,25.039103866670896,25.35627229305559,24.944811876393036,25.116252899169922,34035400,0.0,0
2012-03-30,25.253406786432986,25.279123676021438,24.89338014218495,24.996244430541992,32006100,0.0,0
2012-04-02,24.96195762675597,25.44199480179019,24.85909170032085,25.313413619995117,28525300,0.0,0
2012-04-03,25.381990504394693,25.45913954091249,24.961957769463616,25.193403244018555,29995400,0.0,0
2012-04-04,25.021961320130444,25.270551379491955,24.799086515359004,24.996244430541992,31154000,0.0,0
2012-04-05,24.987670625415802,25.399131023999384,24.970526033391913,25.339126586914062,43273500,0.0,0
2012-04-09,24.99554362122381,25.12438630022693,24.909647955780546,24.918237686157227,21528500,0.06,0
2012-04-10,24.80657601089739,24.875292224399786,24.119413875873438,24.35133171081543,41175000,0.0,0
2012-04-11,24.471583975769082,24.523120724842656,24.085055900231698,24.170949935913086,30390100,0.0,0
2012-04-12,24.32556284764654,24.66914391983741,24.188130418770193,24.651966094970703,29414300,0.0,0
2012-04-13,24.651962349410322,24.712088823117778,24.47158128996442,24.531707763671875,16685800,0.0,0
2012-04-16,24.548894683184503,24.712096331637287,24.316976809855397,24.600431442260742,21476800,0.0,0
2012-04-17,24.66913906896404,25.28758651562154,24.651961247475136,25.15015411376953,24985300,0.0,0
2012-04-18,25.02131462097168,25.210285438644227,24.995547064615444,25.02131462097168,21151400,0.0,0
2012-04-19,24.901058225403865,25.30476572316659,24.626193406644262,24.918237686157227,26462100,0.0,0
2012-04-20,25.012726052018266,25.364896847661637,24.806575775146484,24.806575775146484,35727900,0.0,0
2012-04-23,24.566070671058508,24.61760742283846,24.274026347099113,24.462995529174805,23045500,0.0,0
2012-04-24,24.505944869954646,24.780809738199647,24.49735513803151,24.64337730407715,20486900,0.0,0
2012-04-25,24.63478347416095,24.901058566187988,24.566067268530634,24.797985076904297,26902800,0.0,0
2012-04-26,24.77221650826294,25.098618083632687,24.686320839484495,24.926828384399414,20548300,0.0,0
2012-04-27,24.961185169801766,25.287588376968486,24.961185169801766,25.11579704284668,16847800,0.0,0
2012-04-30,25.107212689501324,25.270414328037457,25.08144513069094,25.25323486328125,18568500,0.0,0
2012-05-01,25.296187944711825,25.579642609416414,25.158755479298947,25.399261474609375,19965400,0.0,0
2012-05-02,25.270407026078104,25.588220478939125,25.072848153438706,25.519502639770508,22579000,0.0,0
2012-05-03,25.54528304760256,25.613999278624274,25.201701892494007,25.236059188842773,19175800,0.0,0
2012-05-04,24.99555053900386,25.038497564449756,24.402872085571286,24.40287208557129,33934300,0.0,0
2012-05-07,24.34274374139677,24.43722915617334,23.921856698438045,23.981983184814453,33670500,0.0,0
2012-05-08,23.801603045893316,24.067879836746375,23.646992776837795,23.99057388305664,24660200,0.0,0
2012-05-09,23.724292447425455,23.97338806909257,23.543911390479916,23.861724853515625,25521100,0.0,0
2012-05-10,23.793006100237807,23.83595310816643,22.96841011375689,23.20891761779785,52653300,0.0,0
2012-05-11,23.165976561862205,23.458020898770307,22.99418683553759,23.19174575805664,25588900,0.0,0
2012-05-14,22.95982785769277,23.458020848108802,22.899701371692814,23.157386779785156,22485200,0.0,0
2012-05-15,23.20892502846663,23.646991530172347,23.14020881084557,23.243282318115234,26392900,0.0,0
2012-05-16,23.329168965174233,23.54390726687011,22.916871819115723,22.951229095458984,29672800,0.0,0
2012-05-17,22.93406282835557,22.951240656018076,22.54753303527832,22.54753303527832,29440600,0.0,0
2012-05-18,22.581887542171952,22.581887542171952,21.757291357967254,21.997798919677734,68182500,0.0,0
2012-05-21,21.937673966350157,22.727909642014957,21.929084234441994,22.556119918823242,30712700,0.0,0
2012-05-22,22.61624435641308,22.753676777854263,22.392916261990234,22.642013549804688,22122800,0.0,0
2012-05-23,22.43586615241367,23.062901814538794,22.367149937911243,22.916879653930664,33179600,0.0,0
2012-05-24,22.865338250362512,22.89110580160579,22.246890807348645,22.435861587524414,34232000,0.0,0
2012-05-25,22.487403819169277,22.616246521816027,22.36715084847549,22.453044891357422,18642900,0.0,0
2012-05-29,22.684958260475465,23.00277172669451,22.47021991901824,22.7279052734375,24139900,0.0,0
2012-05-30,22.495988816980066,22.624831492512673,22.315607760575617,22.478809356689453,21538300,0.0,0
2012-05-31,22.52175951041456,22.95123624764208,22.4788124920213,22.73649787902832,32192300,0.0,0
2012-06-01,22.31560328851349,22.573290226261566,22.246887099445306,22.332782745361328,30739700,0.0,0
2012-06-04,22.36715092370271,22.624836329862884,22.195359560713356,22.50458335876465,28945200,0.0,0
2012-06-05,22.392914477310544,23.14020464287237,22.392914477310544,22.942644119262695,28412000,0.0,0
