ds,yhat,yhat_upper,yhat_lower
2013-03-08,10.509123402143242,24.980943983318795,-2.925437707915508
2013-03-11,10.371185854515996,24.05547490292883,-4.12492685599085
2013-03-12,10.5119194748554,23.808451581050903,-3.0676927846502218
2013-03-13,10.51694712672824,24.757377074792174,-2.9705772608700065
2013-03-14,10.456714374926102,24.204428450181556,-3.6235466056863443
2013-03-15,10.2034128224938,24.744612505616587,-3.8228278933543307
2013-03-18,10.221171741876105,24.297197472498883,-3.956898977231617
2013-03-19,10.412908147802646,24.99210974777151,-4.655634344606993
2013-03-20,10.468255278689432,23.444596595542254,-3.359740131122189
2013-03-21,10.457657143371309,24.470506583801615,-3.2533610126567285
2013-03-22,10.25338973867122,23.160787622728964,-3.391766869595047
2013-03-25,10.416559811857606,24.21903653740174,-3.459006848246017
2013-03-26,10.657095901658453,23.208424627455138,-3.9170174506887157
2013-03-27,10.761921491443331,25.228030979143057,-3.430385593551331
2013-03-28,10.8017891433477,24.609434335244654,-2.912192143583247
2013-04-01,10.977193671065182,24.96109855247601,-4.440810998648786
2013-04-02,11.276090868278377,25.373577653015364,-2.187640942557606
2013-04-03,11.440865563057384,25.352631064025296,-2.4580113324976747
2013-04-04,11.542014713707253,26.52527724403514,-1.35146283278421
2013-04-05,11.451711794977069,25.66672160091236,-1.9484574742073153
2013-04-08,11.96630834662541,25.590344070713936,-2.2338096104334304
2013-04-09,12.324907273398237,26.704397440790068,-1.9290433358700927
2013-04-10,12.546614585611797,26.432351982969383,-1.3627549495416535
2013-04-11,12.700901790543757,26.236360658504918,-1.3056272907613868
2013-04-12,12.658867540465325,25.750021737343396,-1.690554212028253
2013-04-15,13.278114904156146,27.875562806235916,-0.9171037267210194
2013-04-16,13.654702547918298,27.109226195854276,-0.9588522821310073
2013-04-17,13.88436834946314,27.997490274361656,0.5870243528444943
2013-04-18,14.0357992007453,27.380523324157572,-0.10538337108969578
2013-04-19,13.979458017845676,27.607604353795814,-0.04788968761196379
2013-04-22,14.483451528620167,29.26788893785544,0.6798617550788251
2013-04-23,14.797340308751687,29.496015708790477,1.219731143258986
2013-04-24,14.952646412700549,29.40153327340068,0.5348258536573337
2013-04-25,15.018695803796565,28.7897233032861,1.4804159260316871
2013-04-26,14.86682278342801,29.287272924109402,1.1366549717766383
2013-04-29,15.035289927892633,29.70650755349249,1.8891829922063332
2013-04-30,15.225975305775561,29.658561309553807,1.669538329203092
2013-05-01,15.255263603257529,29.39222808679331,0.8342924224484134
2013-05-02,15.194370500873935,29.19493880373698,2.742006035210593
2013-05-03,14.916583163083704,29.375483441929067,1.1906692737393239
2013-05-06,14.73311680839419,28.35215679264312,1.4699386924482347
2013-05-07,14.821391214190106,29.317932674883004,1.5551651244780302
2013-05-08,14.758600441993272,29.730004486555003,-0.02009334242611272
2013-05-09,14.617448716884219,27.411779455268594,2.157853890048683
2013-05-10,14.272503102644228,27.38575404412981,-0.28874045819391
2013-05-13,13.975258260711213,27.536356502278057,-0.2502652382208407
2013-05-14,14.056494035292705,27.431011588420343,0.4064949927337345
2013-05-15,14.002206152836386,27.90589288703681,0.12376766312914643
2013-05-16,13.884712826605176,27.356280015357708,1.2897003262673388
2013-05-17,13.577906919505025,27.418846922316824,-0.689883210781524
2013-05-20,13.471261669058718,26.941963927709956,0.2063817440521912
2013-05-21,13.63670971208564,29.149201118306415,-0.4857687645742564
2013-05-22,13.674157245222172,27.810220574031835,0.11856057349930113
2013-05-23,13.65403764961847,28.243133429418524,-1.2180854584635812
2013-05-24,13.448288757609053,27.1674118863853,-0.2639427844447171
2013-05-28,13.90914190220598,27.223459601173236,0.8589324860296358
2013-05-29,14.037456117554857,27.786965488269754,0.847607510825519
2013-05-30,14.101199647784094,27.93830339146586,-0.28846176121402184
2013-05-31,13.97108834456478,27.11896982602801,0.5571002832534406
2013-06-03,14.339237202289192,28.532972367744215,1.535307127226405
2013-06-04,14.636849684909548,28.927179784627846,0.6061645005537797
2013-06-05,14.790589094649947,27.419486047050793,1.254061314064183
2013-06-06,14.869879584014193,28.906501257070623,1.3673690581239475
2013-06-07,14.746135611730955,28.781947396649244,0.7348714019826281
2013-06-10,15.088766572507229,28.42741342526103,1.450716280974
2013-06-11,15.367419771045915,29.411071221397705,0.8050942218598675
2013-06-12,15.499515929918935,28.739953390384688,1.4582210239169722
2013-06-13,15.556113683347949,28.841339287946173,0.7973073116984413
2013-06-14,15.410269847735572,29.900882077997846,1.8124885982103518
2013-06-17,15.705715026662972,30.142812626537896,2.0581619996488962
2013-06-18,15.979592613784188,29.77619298345628,2.0538646403292113
2013-06-19,16.114234900980662,30.232972101030978,1.2006669726833887
2013-06-20,16.181466152069618,29.21380033062656,2.014763397677565
2013-06-21,16.05484200343596,30.144128147463995,1.4484181033076309
2013-06-24,16.46009646262744,29.90254020711541,1.9235933080196703
2013-06-25,16.786671909720294,30.737937432580328,2.9915881858111923
2013-06-26,16.98067751012123,31.106505251854607,1.9506912841094757
2013-06-27,17.112694814032213,31.365095370233767,3.3078213967614807
2013-06-28,17.054794224450415,30.812892634942003,3.5583853853355043
2013-07-01,17.672082563655415,32.14667256895322,4.188551144920282
2013-07-02,18.064692789056053,32.40575804561211,3.677434797478198
2013-07-03,18.318939871925377,32.42600372104779,3.864076869743076
2013-07-05,18.48791512026617,32.83482916350092,3.6323053049821548
2013-07-08,19.155559272110484,33.11672927743307,3.940172786019417
2013-07-09,19.53436362378223,33.767013367158484,5.1719945644857495
2013-07-10,19.757742864312448,35.09202838515859,5.81131479353449
2013-07-11,19.89361607612428,32.67765973299576,5.739270276800602
2013-07-12,19.811819722712954,34.75167128583008,6.297607663904517
2013-07-15,20.176322216186236,34.68378985538358,6.431578636746173
2013-07-16,20.422362214120756,34.09726963543202,6.087423230932301
2013-07-17,20.49948347058929,35.15833793539628,5.673451560416882
2013-07-18,20.477515231243054,34.49397164084324,6.304306326524082
2013-07-19,20.228487492764884,34.5276236646879,6.527274591391903
2013-07-22,20.060247446927264,34.77592251852434,4.859212404024801
2013-07-23,20.12755893751352,33.363472770856205,6.600635053096418
2013-07-24,20.030172838487786,34.29033516638329,4.944169640460162
2013-07-25,19.840790372384276,33.12769565963267,6.082493474981961
2013-07-26,19.434227903495962,34.10591970712599,5.468828954942023
2013-07-29,18.87805254996064,33.11999962313571,4.694855258979505
2013-07-30,18.85154995717422,31.66861131459681,4.449995157404476
2013-07-31,18.68098078753337,32.90262160798906,4.451930642066583
2013-08-01,18.44024296619009,33.190237755705624,3.1506913358964543
2013-08-02,18.004954744661724,31.767941414631668,3.7880606144989097
2013-08-05,17.500161101554173,30.03321153934201,2.92599711235903
2013-08-06,17.535127993651635,30.810408392968444,3.7791058373712665
2013-08-07,17.44641929065169,31.51680268671056,3.404605311314315
2013-08-08,17.306289899960674,31.066915640884783,3.516755530706884
2013-08-09,16.98837302697241,30.96448567085464,2.7248658481798405
2013-08-12,16.912147341545776,30.592751414995394,2.9544809213397376
2013-08-13,17.10632580852741,30.3538017529127,3.9432667254401057
2013-08-14,17.180085507327487,31.171174859897896,2.6288092791056257
2013-08-15,17.202634791651253,31.172421766135226,2.408662915360892
2013-08-16,17.044579672937772,31.33707526615168,3.7700159898776744
2013-08-19,17.402258732860613,32.09049972939022,3.3129120414160025
2013-08-20,17.71712637993419,31.107618230292616,4.210518443588447
2013-08-21,17.895849542976734,31.739211985076686,3.6491001971866353
2013-08-22,18.00583597042848,32.811490725380324,3.9416021800181986
2013-08-23,17.91623824688892,32.193060016228934,4.109974396741735
2013-08-26,18.35653031568085,32.96151290364254,3.36186099820869
2013-08-27,18.657016801149208,31.731132750005386,3.9443699442891966
2013-08-28,18.80088203335402,32.71442547136022,4.853193843180434
2013-08-29,18.856392005731735,32.86250729176875,4.8415694310986614
2013-08-30,18.69390915743556,33.315145929414115,5.485309010366425
2013-09-03,18.993802530419583,33.40127576096144,5.677331378300454
2013-09-04,19.000882502807602,33.49470434913213,5.862867163104586
2013-09-05,18.913872280664652,31.973490231245368,5.372957134909653
2013-09-06,18.605733320993085,32.94086656194848,4.693519325745516
2013-09-09,18.303658536746326,32.0259104339113,4.655699978351995
2013-09-10,18.342822352930426,32.509238314636555,3.9945745149538854
2013-09-11,18.22608006188662,32.40747086772694,4.274446442086741
2013-09-12,18.02617663072345,31.64804085377927,4.641837501463049
2013-09-13,17.61776170453274,32.30801227134379,3.3043598681157427
2013-09-16,17.1031767352675,30.409345226216328,3.2542991121094023
2013-09-17,17.10360750259165,31.24666701572605,3.9279732194790924
2013-09-18,16.964717121672987,31.155955423330532,2.395148811019487
2013-09-19,16.75909169217167,30.687153627996633,2.423908426217167
2013-09-20,16.360915067022248,30.477016902005136,1.5431041198568993
2013-09-23,15.963931858086154,30.145888446700415,2.259838868087119
